23/09/20223;332h327,2m3;3243,8°;310h331,5m3;3356,3°S;317h319,9m3;3111,5°;33;
24/09/20223;333h339,0m3;3252,0°;310h345,7m3;3351,0°S;317h336,8m3;3103,1°;33;
25/09/20223;334h351,2m3;3261,0°;311h329,2m3;3345,1°S;317h352,2m3;3394,2°;NL;
26/09/20223;336h334,2m3;3270,4°;312h312,9m3;3338,8°S;318h337,4m3;3384,9°;33;
27/09/20223;337h319,0m3;3280,1°;312h357,9m3;3332,6°S;318h323,5m3;3375,6°;33;
28/09/20223;338h336,4m3;3289,7°;313h345,2m3;3326,6°S;318h342,0m3;3366,6°;33;
29/09/20223;339h356,7m3;3298,7°;314h335,9m3;3321,2°S;319h334,8m3;3358,3°;33;
30/09/20223;311h318,7m3;3306,5°;315h330,8m3;3316,8°S;319h334,9m3;3351,3°;33;




01/10/20223;312h338,6m3;3312,2°;316h329,6m3;3313,9°S;320h316,0m3;3346,6°;33;
02/10/20223;313h350,4m3;3314,9°;317h331,2m3;3312,8°S;321h311,6m3;3345,0°;33;
03/10/20223;314h348,6m3;3313,9°;318h333,3m3;3313,6°S;322h322,0m3;3347,1°;PQ;
04/10/20223;315h332,3m3;3309,5°;319h333,7m3;3316,3°S;323h342,6m3;3352,6°;33;
05/10/20223;316h334,5m3;3302,6°;320h330,6m3;3320,6°S;33333333333;3333333;33;
06/10/20223;316h328,8m3;3294,1°;321h323,6m3;3326,1°S;331h337,1m3;3360,4°;33;
07/10/20223;316h348,4m3;3284,7°;322h313,3m3;3332,4°S;332h330,9m3;3369,7°;33;
08/10/20223;317h335,4m3;3275,0°;323h330,7m3;3339,0°S;333h352,2m3;3379,7°;33;
09/10/20223;317h321,5m3;3265,2°;323h346,8m3;3345,5°S;335h311,0m3;3389,9°;PL;
10/10/20223;317h337,9m3;3255,9°;33333333333;33333333;336h328,1m3;3399,9°;33;
11/10/20223;317h355,9m3;3247,2°;330h332,8m3;3351,7°S;337h344,4m3;3109,3°;33;
12/10/20223;318h317,2m3;3239,4°;331h319,5m3;3357,3°S;338h359,9m3;3117,8°;33;
13/10/20223;318h343,4m3;3233,1°;332h337,6m3;3361,9°S;310h313,8m3;3124,9°;33;
14/10/20223;319h316,8m3;3228,5°;332h357,3m3;3365,3°S;311h323,9m3;3130,3°;33;
15/10/20223;319h359,2m3;3226,2°;333h348,3m3;3367,5°S;312h327,2m3;3133,4°;33;
16/10/20223;320h351,4m3;3226,4°;334h339,8m3;3368,3°S;313h320,9m3;3133,9°;33;
17/10/20223;321h352,2m3;3229,1°;335h330,9m3;3367,7°S;314h334,0m3;3132,0°;DQ;
18/10/20223;322h358,8m3;3233,9°;336h320,7m3;3365,8°S;314h337,6m3;3127,9°;33;
19/10/20223;33333333333;3333333;337h338,6m3;3362,7°S;315h333,7m3;3122,1°;33;
20/10/20223;330h338,6m3;3240,4°;337h354,5m3;3358,5°S;315h324,7m3;3115,0°;33;
21/10/20223;331h319,7m3;3248,2°;338h338,9m3;3353,5°S;315h342,2m3;3107,0°;33;
22/10/20223;332h331,4m3;3256,9°;339h322,4m3;3347,8°S;315h358,0m3;3398,2°;33;
23/10/20223;333h344,2m3;3266,2°;310h336,0m3;3341,6°S;316h313,0m3;3389,0°;33;
24/10/20223;334h358,9m3;3276,0°;310h350,8m3;3335,2°S;316h328,6m3;3379,5°;33;
25/10/20223;336h316,5m3;3285,8°;311h337,8m3;3328,9°S;316h346,2m3;3370,1°;NL;
26/10/20223;337h337,7m3;3295,4°;312h328,3m3;3323,1°S;317h337,5m3;3361,2°;33;
27/10/20223;339h331,8m3;3304,0°;313h323,0m3;3318,2°S;317h335,1m3;3353,5°;33;
28/10/20223;310h325,5m3;3310,8°;314h322,1m3;3314,6°S;318h312,9m3;3347,7°;33;
29/10/20223;311h342,4m3;3314,6°;315h324,4m3;3312,8°S;319h334,6m3;3344,9°;33;
30/10/20223;312h346,1m3;3314,7°;316h327,5m3;3313,1°S;320h311,6m3;3345,9°;33;
31/10/20223;313h334,0m3;3311,3°;317h328,7m3;3315,3°S;321h330,0m3;3350,5°;33;




01/11/20223;314h338,9m3;3305,0°;318h326,2m3;3319,1°S;322h353,2m3;3357,7°;PQ;
02/11/20223;314h334,7m3;3297,0°;319h319,5m3;3324,2°S;33333333333;3333333;33;
03/11/20223;314h354,9m3;3288,1°;320h339,0m3;3330,1°S;330h316,0m3;3366,4°;33;
04/11/20223;315h312,0m3;3278,6°;320h355,7m3;3336,5°S;331h336,2m3;3376,1°;33;
05/11/20223;315h327,7m3;3269,0°;321h341,0m3;3343,0°S;332h353,8m3;3386,0°;33;
06/11/20223;315h343,3m3;3259,6°;322h326,0m3;3349,2°S;334h339,7m3;3395,9°;33;
07/11/20223;316h330,2m3;3250,7°;323h311,7m3;3355,0°S;335h325,0m3;3105,5°;33;
08/11/20223;316h319,7m3;3242,6°;323h359,0m3;3360,0°S;336h340,1m3;3114,3°;PL;
09/11/20223;316h343,5m3;3235,6°;33333333333;33333333;337h354,6m3;3122,1°;33;
10/11/20223;317h313,7m3;3230,1°;330h348,1m3;3364,0°S;339h337,0m3;3128,3°;33;
11/11/20223;317h352,3m3;3226,8°;331h338,9m3;3366,8°S;310h314,0m3;3132,4°;33;
12/11/20223;318h340,8m3;3226,0°;332h330,6m3;3368,2°S;311h312,4m3;3134,1°;33;
13/11/20223;319h338,5m3;3227,7°;333h322,3m3;3368,1°S;312h330,0m3;3133,1°;33;
14/11/20223;320h343,0m3;3231,7°;334h312,8m3;3366,7°S;312h337,2m3;3129,8°;33;
15/11/20223;321h351,1m3;3237,5°;335h331,2m3;3364,1°S;313h335,9m3;3124,7°;33;
16/11/20223;323h330,8m3;3244,7°;335h347,5m3;3360,4°S;313h328,5m3;3118,2°;DQ;
17/11/20223;33333333333;3333333;336h331,7m3;3355,8°S;313h347,0m3;3110,6°;33;
18/11/20223;330h311,0m3;3252,8°;337h314,7m3;3350,4°S;314h333,0m3;3102,3°;33;
19/11/20223;331h322,0m3;3261,8°;337h357,4m3;3344,6°S;314h317,9m3;3393,4°;33;
20/11/20223;332h334,6m3;3271,2°;338h340,8m3;3338,3°S;314h332,8m3;3384,2°;33;
21/11/20223;333h350,0m3;3281,0°;339h326,3m3;3332,0°S;314h349,1m3;3374,7°;33;
22/11/20223;335h339,6m3;3290,8°;310h315,2m3;3325,8°S;315h338,4m3;3365,5°;33;
23/11/20223;336h333,6m3;3300,1°;311h338,6m3;3320,3°S;315h333,1m3;3356,9°;NL;
24/11/20223;338h330,0m3;3308,0°;312h337,2m3;3316,0°S;316h336,7m3;3349,9°;33;
25/11/20223;339h323,4m3;3313,4°;313h310,4m3;3313,4°S;316h353,7m3;3345,7°;33;
26/11/20223;310h335,5m3;3315,1°;314h315,8m3;3312,8°S;317h357,1m3;3345,2°;33;
27/11/20223;311h331,0m3;3312,8°;315h320,1m3;3314,3°S;319h314,7m3;3348,6°;33;
28/11/20223;312h311,0m3;3307,2°;316h320,6m3;3317,7°S;320h339,2m3;3355,2°;33;
29/11/20223;312h339,8m3;3299,6°;317h316,2m3;3322,6°S;322h333,8m3;3363,7°;33;
30/11/20223;313h331,6m3;3290,8°;318h337,1m3;3328,3°S;323h325,3m3;3373,2°;PQ;




01/12/20223;313h319,4m3;3281,4°;318h354,3m3;3334,6°S;33333333333;3333333;33;
02/12/20223;313h335,2m3;3271,9°;319h339,4m3;3341,0°S;330h343,2m3;3383,0°;33;
03/12/20223;313h350,5m3;3262,6°;320h323,6m3;3347,2°S;331h358,5m3;3392,9°;33;
04/12/20223;314h336,5m3;3253,7°;321h338,2m3;3353,1°S;333h312,5m3;3102,4°;33;
05/12/20223;314h324,6m3;3245,4°;321h354,0m3;3358,3°S;334h326,2m3;3111,3°;33;
06/12/20223;314h346,4m3;3238,0°;322h341,8m3;3362,7°S;335h339,8m3;3119,4°;33;
07/12/20223;315h313,8m3;3232,0°;323h331,6m3;3365,9°S;336h352,4m3;3126,1°;33;
08/12/20223;315h349,0m3;3227,9°;33333333333;33333333;338h331,3m3;3131,0°;PL;
09/12/20223;316h333,7m3;3226,1°;330h323,0m3;3367,8°S;339h333,1m3;3133,6°;33;
10/12/20223;317h328,3m3;3226,9°;331h314,9m3;3368,3°S;339h354,8m3;3133,6°;33;
11/12/20223;318h330,7m3;3230,1°;332h336,0m3;3367,3°S;310h335,8m3;3131,2°;33;
12/12/20223;319h337,6m3;3235,3°;332h355,2m3;3365,1°S;311h337,4m3;3126,7°;33;
13/12/20223;320h346,3m3;3241,9°;333h342,1m3;3361,8°S;311h331,9m3;3120,7°;33;
14/12/20223;321h355,3m3;3249,6°;334h326,6m3;3357,6°S;311h351,5m3;3113,6°;33;
15/12/20223;323h334,3m3;3258,1°;335h339,3m3;3352,6°S;312h338,0m3;3105,7°;33;
16/12/20223;33333333333;3333333;335h351,0m3;3347,0°S;312h322,8m3;3397,2°;DQ;
17/12/20223;330h314,1m3;3267,1°;336h332,7m3;3341,1°S;312h337,2m3;3388,3°;33;
18/12/20223;331h325,9m3;3276,5°;337h315,8m3;3334,9°S;312h352,2m3;3379,2°;33;
19/12/20223;332h341,3m3;3286,1°;338h331,6m3;3328,8°S;313h339,4m3;3370,0°;33;
20/12/20223;334h331,4m3;3295,5°;338h351,7m3;3323,1°S;313h330,7m3;3361,2°;33;
21/12/20223;335h326,0m3;3304,1°;339h347,1m3;3318,1°S;313h359,0m3;3353,3°;33;
22/12/20223;336h352,0m3;3311,0°;310h348,4m3;3314,5°S;314h338,9m3;3347,5°;33;
23/12/20223;338h312,0m3;3314,7°;311h354,2m3;3312,8°S;315h335,1m3;3345,0°;NL;
24/12/20223;339h317,6m3;3314,3°;313h331,4m3;3313,4°S;316h348,9m3;3346,7°;33;
25/12/20223;310h336,0m3;3309,9°;314h336,3m3;3316,1°S;318h314,5m3;3352,2°;33;
26/12/20223;310h340,3m3;3302,7°;315h336,4m3;3320,6°S;319h343,3m3;3360,4°;33;
27/12/20223;311h335,4m3;3293,9°;316h331,0m3;3326,3°S;321h339,2m3;3370,0°;33;
28/12/20223;311h325,1m3;3284,4°;316h350,9m3;3332,6°S;322h330,7m3;3380,0°;33;
29/12/20223;311h341,8m3;3274,7°;317h337,6m3;3339,1°S;323h348,2m3;3390,1°;33;
30/12/20223;311h357,4m3;3265,2°;318h322,5m3;3345,5°S;33333333333;3333333;PQ;
31/12/20223;312h313,2m3;3256,1°;319h336,9m3;3351,5°S;331h333,1m3;3399,8°;33;
